contaminated_client_indices:[11, 1, 42, 12, 36, 2, 30, 23, 46, 49, 45, 40, 27, 3, 39]
weights list(greater): [19, 0, 9, 24, 10, 41, 4, 42, 32, 16, 26, 20, 21, 39, 7, 35, 45, 37, 46, 44, 22, 3, 8, 31, 18, 23, 30, 34, 11, 25, 28, 5, 14, 43, 47, 2, 33, 15, 36, 27, 13, 12, 6, 17, 49, 1, 38, 48, 29, 40]
weights list(greater): [19, 9, 24, 0, 42, 4, 10, 41, 21, 26, 32, 16, 37, 39, 20, 23, 45, 8, 46, 35, 30, 2, 18, 44, 5, 7, 22, 28, 14, 11, 3, 47, 33, 12, 31, 43, 1, 27, 34, 13, 15, 38, 25, 17, 36, 6, 29, 49, 48, 40]
weights list(greater): [10, 19, 9, 42, 41, 45, 16, 0, 24, 26, 7, 21, 4, 39, 46, 32, 35, 20, 31, 8, 37, 44, 23, 14, 43, 5, 34, 3, 30, 2, 25, 28, 22, 18, 15, 33, 47, 11, 27, 17, 6, 13, 38, 49, 12, 48, 1, 29, 36, 40]
weights list(greater): [19, 9, 10, 24, 16, 41, 39, 0, 32, 26, 4, 42, 37, 21, 5, 7, 8, 45, 44, 20, 23, 3, 2, 46, 35, 11, 18, 33, 34, 30, 25, 47, 28, 14, 31, 43, 15, 12, 6, 27, 36, 17, 49, 22, 13, 29, 1, 48, 38, 40]
weights list(greater): [19, 0, 9, 10, 16, 24, 4, 42, 21, 32, 26, 41, 7, 39, 20, 45, 37, 44, 46, 35, 8, 25, 3, 23, 2, 5, 31, 34, 18, 43, 14, 30, 47, 33, 22, 11, 28, 27, 13, 15, 6, 36, 49, 12, 17, 38, 48, 1, 29, 40]
weights list(greater): [19, 24, 9, 10, 45, 41, 39, 21, 7, 16, 26, 42, 32, 0, 4, 37, 20, 44, 8, 46, 31, 5, 35, 18, 11, 28, 47, 25, 23, 34, 43, 14, 33, 3, 6, 12, 30, 36, 2, 22, 27, 17, 15, 13, 38, 48, 49, 29, 1, 40]
weights list(greater): [19, 9, 0, 10, 4, 16, 24, 41, 26, 42, 7, 20, 21, 32, 39, 45, 34, 37, 46, 25, 44, 30, 35, 31, 2, 8, 3, 11, 18, 43, 47, 5, 33, 36, 28, 23, 38, 13, 6, 17, 27, 22, 15, 14, 49, 12, 48, 29, 1, 40]
weights list(greater): [19, 9, 10, 0, 24, 41, 4, 42, 32, 21, 45, 39, 7, 46, 16, 3, 26, 20, 8, 2, 23, 44, 37, 35, 30, 5, 34, 33, 11, 18, 14, 49, 47, 6, 25, 22, 12, 28, 15, 43, 13, 31, 27, 17, 36, 38, 48, 29, 1, 40]
weights list(greater): [19, 9, 0, 24, 4, 41, 26, 10, 21, 37, 46, 42, 39, 32, 16, 45, 2, 44, 20, 7, 11, 23, 8, 18, 47, 34, 22, 3, 5, 35, 30, 14, 25, 31, 33, 38, 36, 28, 15, 13, 43, 12, 17, 1, 49, 48, 29, 6, 27, 40]
weights list(greater): [19, 9, 10, 41, 16, 32, 24, 0, 7, 46, 4, 39, 44, 26, 5, 21, 45, 37, 42, 8, 35, 2, 3, 25, 20, 43, 18, 14, 23, 11, 34, 6, 47, 17, 33, 38, 22, 15, 49, 12, 13, 36, 28, 31, 30, 48, 29, 27, 1, 40]
weights list(greater): [9, 19, 24, 0, 16, 37, 10, 4, 41, 39, 42, 21, 26, 32, 20, 44, 7, 45, 46, 47, 2, 18, 23, 35, 14, 5, 34, 3, 11, 25, 22, 8, 33, 36, 12, 31, 30, 43, 28, 15, 1, 38, 27, 13, 48, 6, 29, 17, 49, 40]
weights list(greater): [19, 24, 0, 9, 10, 42, 16, 41, 4, 26, 39, 32, 7, 44, 21, 20, 8, 5, 45, 46, 3, 37, 23, 35, 18, 2, 11, 14, 25, 47, 22, 33, 30, 43, 28, 31, 13, 34, 15, 6, 12, 27, 17, 36, 29, 1, 38, 49, 48, 40]
weights list(greater): [19, 0, 10, 9, 4, 41, 24, 39, 45, 26, 44, 42, 32, 16, 7, 20, 21, 37, 2, 46, 8, 3, 5, 35, 34, 31, 25, 11, 47, 18, 33, 14, 43, 23, 28, 22, 38, 30, 36, 48, 49, 13, 15, 12, 6, 27, 29, 1, 17, 40]
weights list(greater): [19, 10, 24, 0, 45, 41, 9, 4, 16, 32, 46, 7, 2, 21, 39, 26, 44, 8, 37, 42, 3, 25, 20, 18, 5, 11, 34, 47, 33, 30, 14, 22, 35, 6, 23, 31, 49, 43, 27, 38, 13, 17, 15, 28, 29, 48, 12, 36, 1, 40]
weights list(greater): [0, 9, 19, 10, 21, 16, 4, 41, 2, 37, 24, 39, 20, 42, 46, 26, 32, 44, 34, 7, 47, 3, 45, 18, 8, 25, 11, 35, 23, 5, 28, 33, 14, 31, 36, 22, 30, 38, 27, 29, 43, 48, 12, 49, 13, 15, 6, 1, 17, 40]
weights list(greater): [0, 9, 19, 16, 10, 21, 24, 41, 4, 45, 7, 2, 44, 32, 42, 39, 20, 18, 37, 8, 26, 33, 47, 46, 3, 34, 5, 11, 35, 23, 30, 14, 28, 43, 25, 22, 31, 36, 6, 38, 12, 13, 15, 49, 27, 17, 48, 29, 1, 40]
weights list(greater): [19, 9, 0, 10, 16, 24, 39, 41, 21, 4, 45, 37, 26, 20, 44, 7, 46, 2, 42, 18, 32, 3, 8, 31, 23, 34, 5, 11, 30, 47, 35, 14, 22, 25, 28, 33, 13, 43, 36, 6, 48, 38, 49, 17, 15, 12, 29, 27, 1, 40]
weights list(greater): [9, 19, 24, 0, 41, 21, 10, 4, 44, 16, 8, 37, 2, 39, 5, 26, 32, 20, 7, 45, 14, 46, 23, 11, 42, 3, 18, 22, 47, 35, 33, 43, 25, 6, 38, 31, 49, 34, 15, 30, 17, 13, 36, 28, 12, 48, 29, 27, 1, 40]
weights list(greater): [0, 19, 2, 16, 9, 10, 4, 21, 41, 24, 20, 39, 37, 26, 44, 32, 7, 47, 46, 23, 34, 8, 42, 11, 33, 5, 35, 18, 45, 3, 31, 36, 14, 43, 28, 12, 6, 27, 15, 49, 25, 48, 38, 29, 30, 22, 13, 17, 1, 40]
weights list(greater): [19, 24, 9, 0, 10, 16, 21, 41, 7, 37, 4, 45, 32, 39, 44, 8, 26, 20, 2, 42, 23, 11, 5, 46, 47, 3, 18, 33, 34, 14, 35, 22, 28, 43, 30, 36, 25, 31, 13, 12, 38, 6, 49, 15, 27, 48, 29, 17, 1, 40]
weights list(greater): [19, 9, 0, 16, 37, 24, 10, 4, 2, 7, 41, 39, 45, 46, 26, 20, 21, 44, 34, 32, 47, 42, 8, 5, 3, 23, 33, 35, 30, 14, 18, 11, 38, 22, 43, 6, 28, 27, 49, 25, 12, 48, 36, 13, 15, 17, 31, 29, 1, 40]
weights list(greater): [0, 9, 19, 24, 4, 41, 21, 45, 10, 2, 16, 46, 44, 37, 20, 8, 32, 39, 7, 26, 47, 42, 18, 14, 5, 34, 11, 33, 3, 35, 25, 23, 22, 13, 38, 28, 6, 27, 43, 30, 12, 36, 49, 48, 17, 31, 29, 15, 40, 1]
weights list(greater): [0, 19, 16, 41, 4, 10, 21, 2, 24, 45, 9, 39, 37, 20, 44, 26, 34, 47, 42, 8, 7, 23, 46, 32, 14, 3, 18, 27, 25, 11, 35, 49, 5, 36, 33, 6, 28, 48, 22, 30, 38, 31, 13, 12, 43, 29, 15, 17, 1, 40]
weights list(greater): [19, 9, 0, 41, 24, 2, 21, 10, 16, 45, 39, 4, 20, 8, 46, 26, 44, 32, 37, 18, 7, 42, 5, 47, 11, 23, 14, 3, 34, 22, 25, 33, 6, 35, 38, 28, 49, 12, 15, 31, 36, 48, 30, 13, 17, 29, 27, 43, 40, 1]
weights list(greater): [0, 4, 21, 19, 9, 16, 10, 45, 37, 2, 41, 44, 24, 20, 47, 39, 26, 32, 34, 42, 46, 8, 7, 18, 23, 11, 5, 14, 35, 36, 3, 25, 31, 33, 38, 48, 17, 43, 49, 30, 27, 22, 13, 6, 28, 12, 29, 15, 1, 40]
weights list(greater): [9, 0, 19, 21, 41, 2, 10, 24, 45, 16, 46, 8, 7, 4, 26, 44, 39, 20, 37, 32, 14, 47, 25, 3, 33, 23, 11, 5, 18, 42, 34, 6, 38, 49, 31, 36, 35, 13, 43, 28, 12, 48, 17, 15, 22, 30, 27, 29, 1, 40]
weights list(greater): [0, 9, 41, 19, 24, 37, 21, 2, 20, 10, 8, 16, 26, 46, 47, 4, 39, 44, 42, 7, 23, 34, 32, 18, 45, 11, 5, 28, 35, 14, 36, 3, 30, 33, 13, 38, 27, 31, 12, 6, 25, 22, 15, 48, 49, 17, 43, 29, 1, 40]
weights list(greater): [9, 0, 19, 16, 24, 41, 10, 21, 4, 2, 7, 46, 42, 8, 44, 32, 45, 20, 37, 39, 47, 18, 5, 26, 33, 11, 35, 34, 14, 23, 43, 36, 25, 3, 6, 38, 31, 30, 49, 13, 17, 22, 27, 28, 48, 29, 15, 12, 1, 40]
weights list(greater): [9, 41, 19, 0, 10, 21, 2, 24, 37, 7, 20, 26, 46, 16, 39, 8, 42, 34, 4, 45, 23, 47, 44, 11, 14, 32, 5, 33, 38, 30, 35, 18, 3, 31, 25, 36, 28, 49, 15, 48, 13, 22, 6, 29, 43, 27, 17, 12, 1, 40]
weights list(greater): [9, 0, 19, 2, 41, 21, 10, 24, 37, 46, 45, 4, 39, 16, 20, 7, 44, 47, 8, 26, 32, 5, 18, 42, 23, 33, 14, 34, 11, 3, 38, 35, 25, 6, 28, 36, 17, 13, 31, 49, 48, 22, 30, 12, 43, 15, 27, 29, 1, 40]
weights list(greater): [9, 19, 21, 0, 37, 41, 2, 10, 16, 24, 20, 46, 45, 4, 23, 7, 8, 32, 44, 26, 39, 18, 5, 30, 47, 34, 42, 14, 11, 36, 33, 38, 3, 25, 35, 31, 13, 28, 6, 43, 48, 12, 49, 22, 27, 17, 15, 29, 1, 40]
weights list(greater): [9, 19, 41, 46, 37, 0, 21, 2, 24, 10, 45, 16, 44, 8, 4, 11, 32, 20, 39, 23, 26, 7, 18, 47, 38, 5, 42, 14, 3, 17, 34, 22, 25, 35, 33, 6, 36, 13, 31, 49, 12, 28, 43, 30, 15, 29, 48, 27, 1, 40]
weights list(greater): [19, 9, 10, 21, 37, 20, 41, 2, 16, 24, 46, 0, 7, 26, 39, 8, 34, 4, 23, 5, 45, 47, 11, 44, 32, 42, 18, 14, 36, 35, 28, 25, 38, 31, 13, 33, 30, 6, 22, 3, 49, 43, 48, 15, 17, 12, 29, 27, 1, 40]
weights list(greater): [9, 19, 0, 46, 24, 41, 21, 2, 37, 10, 4, 7, 8, 16, 39, 45, 20, 44, 5, 32, 26, 11, 23, 25, 42, 47, 14, 33, 3, 35, 34, 18, 38, 31, 6, 49, 17, 36, 13, 43, 22, 48, 28, 15, 27, 30, 12, 29, 40, 1]
weights list(greater): [19, 9, 21, 37, 10, 0, 41, 24, 46, 4, 20, 16, 45, 47, 2, 39, 26, 7, 8, 32, 30, 5, 34, 42, 18, 11, 44, 25, 31, 23, 3, 38, 35, 49, 33, 36, 13, 28, 43, 14, 48, 6, 12, 17, 15, 22, 29, 27, 1, 40]
weights list(greater): [9, 41, 21, 19, 0, 37, 24, 10, 2, 46, 7, 4, 45, 16, 31, 8, 39, 44, 11, 25, 20, 32, 38, 42, 26, 18, 23, 34, 5, 47, 33, 14, 35, 17, 6, 43, 36, 3, 30, 13, 49, 48, 29, 28, 15, 27, 22, 12, 40, 1]
weights list(greater): [9, 37, 21, 41, 46, 19, 0, 24, 10, 20, 4, 2, 47, 44, 26, 39, 8, 7, 45, 34, 18, 16, 11, 32, 42, 23, 5, 36, 38, 14, 25, 31, 28, 22, 35, 48, 13, 3, 33, 6, 43, 17, 49, 30, 29, 15, 12, 27, 1, 40]
weights list(greater): [9, 41, 2, 21, 37, 19, 0, 24, 46, 4, 16, 8, 10, 47, 39, 20, 26, 7, 11, 45, 25, 38, 23, 44, 32, 42, 18, 36, 34, 13, 3, 14, 5, 6, 35, 28, 49, 30, 33, 17, 12, 31, 43, 22, 27, 29, 48, 15, 1, 40]
weights list(greater): [19, 21, 9, 37, 41, 0, 24, 16, 4, 46, 45, 2, 10, 20, 44, 23, 8, 47, 7, 32, 26, 39, 18, 36, 38, 11, 14, 42, 5, 34, 30, 35, 17, 31, 33, 25, 28, 13, 49, 48, 6, 3, 29, 12, 15, 22, 43, 27, 1, 40]
weights list(greater): [9, 41, 19, 0, 2, 21, 46, 24, 4, 8, 7, 37, 16, 10, 45, 23, 39, 44, 20, 32, 5, 11, 26, 38, 47, 14, 17, 18, 25, 34, 49, 33, 42, 3, 31, 13, 6, 36, 48, 28, 30, 35, 43, 22, 12, 15, 29, 27, 1, 40]
weights list(greater): [41, 37, 19, 24, 16, 9, 2, 23, 21, 0, 10, 20, 47, 45, 46, 4, 42, 8, 39, 32, 26, 7, 5, 34, 33, 44, 14, 18, 30, 11, 25, 36, 13, 35, 3, 49, 6, 31, 28, 38, 48, 22, 17, 43, 15, 12, 29, 27, 1, 40]
weights list(greater): [9, 19, 37, 41, 2, 46, 21, 0, 20, 8, 10, 4, 24, 16, 45, 7, 44, 39, 11, 5, 18, 32, 31, 23, 26, 38, 47, 34, 30, 25, 17, 49, 14, 42, 33, 3, 13, 48, 28, 43, 6, 35, 36, 22, 29, 27, 15, 12, 40, 1]
weights list(greater): [9, 41, 37, 19, 21, 45, 46, 24, 2, 10, 16, 0, 20, 8, 47, 4, 42, 39, 26, 7, 11, 23, 44, 18, 31, 38, 36, 34, 32, 5, 25, 30, 6, 3, 14, 35, 33, 49, 13, 48, 28, 15, 43, 17, 29, 12, 22, 27, 40, 1]
weights list(greater): [19, 9, 2, 41, 46, 24, 16, 10, 37, 21, 0, 8, 5, 39, 45, 20, 23, 26, 44, 7, 4, 32, 31, 11, 30, 38, 6, 49, 47, 14, 18, 25, 34, 33, 42, 17, 13, 36, 35, 28, 22, 3, 15, 12, 48, 43, 29, 27, 40, 1]
weights list(greater): [9, 37, 41, 19, 2, 20, 45, 24, 21, 18, 0, 46, 8, 47, 4, 23, 10, 32, 42, 5, 44, 11, 26, 36, 7, 16, 39, 30, 35, 14, 33, 25, 34, 13, 17, 31, 38, 3, 28, 29, 48, 22, 15, 43, 6, 49, 12, 27, 1, 40]
weights list(greater): [9, 19, 0, 41, 2, 21, 24, 37, 16, 46, 8, 10, 4, 23, 7, 45, 47, 44, 20, 26, 38, 18, 30, 5, 39, 32, 11, 31, 25, 17, 34, 42, 14, 13, 49, 33, 3, 6, 35, 36, 28, 48, 22, 43, 12, 27, 29, 15, 40, 1]
weights list(greater): [37, 9, 19, 41, 0, 2, 46, 24, 10, 8, 47, 20, 21, 26, 4, 39, 23, 7, 16, 5, 11, 31, 42, 36, 32, 18, 45, 30, 34, 14, 44, 38, 25, 33, 13, 28, 6, 22, 3, 35, 17, 43, 29, 48, 27, 12, 15, 49, 1, 40]
weights list(greater): [9, 19, 2, 37, 24, 21, 41, 0, 10, 8, 16, 46, 4, 26, 20, 47, 18, 44, 7, 23, 5, 11, 32, 39, 45, 38, 30, 42, 14, 25, 34, 36, 49, 35, 6, 33, 31, 17, 13, 3, 28, 48, 29, 22, 43, 27, 15, 12, 40, 1]
weights list(greater): [9, 37, 41, 19, 2, 20, 46, 21, 0, 24, 47, 8, 30, 10, 7, 16, 5, 26, 23, 34, 18, 4, 39, 11, 31, 45, 44, 42, 25, 32, 33, 28, 36, 38, 49, 13, 48, 6, 14, 3, 43, 17, 35, 15, 29, 22, 27, 12, 40, 1]
weights list(greater): [9, 2, 19, 41, 37, 21, 24, 8, 4, 0, 26, 20, 46, 16, 45, 39, 32, 47, 31, 5, 10, 42, 23, 38, 44, 25, 18, 17, 7, 36, 13, 30, 11, 14, 6, 34, 35, 28, 3, 49, 33, 22, 27, 48, 43, 29, 12, 15, 1, 40]
weights list(greater): [37, 9, 41, 19, 2, 45, 10, 24, 21, 20, 47, 16, 7, 8, 46, 18, 4, 31, 0, 11, 42, 23, 30, 26, 39, 44, 5, 34, 32, 33, 36, 38, 14, 13, 28, 35, 25, 48, 3, 17, 49, 29, 6, 43, 27, 22, 12, 15, 1, 40]
weights list(greater): [9, 41, 0, 2, 37, 21, 19, 46, 4, 47, 24, 20, 8, 45, 16, 44, 10, 23, 30, 26, 38, 7, 18, 39, 32, 5, 14, 34, 11, 42, 36, 49, 13, 31, 17, 48, 25, 6, 33, 28, 22, 35, 29, 43, 3, 12, 15, 27, 40, 1]
weights list(greater): [37, 46, 9, 21, 41, 4, 45, 2, 0, 20, 24, 16, 10, 19, 8, 31, 44, 23, 47, 18, 39, 42, 32, 7, 34, 11, 36, 30, 49, 38, 13, 26, 5, 14, 35, 33, 48, 17, 25, 3, 28, 43, 29, 22, 6, 15, 12, 27, 40, 1]
weights list(greater): [41, 9, 2, 24, 19, 37, 21, 46, 45, 8, 0, 5, 10, 23, 26, 32, 4, 17, 47, 39, 42, 16, 44, 18, 7, 31, 25, 38, 20, 30, 11, 28, 14, 34, 35, 6, 13, 36, 33, 3, 22, 48, 12, 49, 15, 43, 29, 27, 40, 1]
weights list(greater): [37, 2, 9, 41, 21, 46, 4, 47, 24, 16, 20, 19, 8, 0, 10, 45, 34, 18, 23, 31, 32, 7, 42, 36, 39, 44, 11, 26, 30, 5, 14, 28, 35, 33, 13, 17, 38, 22, 25, 48, 3, 29, 49, 43, 6, 27, 12, 15, 1, 40]
weights list(greater): [9, 41, 2, 46, 0, 21, 37, 24, 19, 4, 8, 10, 23, 45, 7, 47, 44, 16, 18, 14, 11, 26, 5, 42, 39, 38, 32, 30, 20, 22, 31, 34, 17, 36, 13, 33, 25, 6, 28, 49, 35, 3, 48, 12, 29, 43, 27, 15, 1, 40]
weights list(greater): [37, 9, 2, 19, 41, 46, 10, 4, 20, 8, 21, 47, 24, 16, 18, 45, 39, 0, 31, 34, 26, 44, 7, 32, 11, 36, 23, 14, 42, 38, 30, 5, 3, 13, 33, 6, 22, 49, 35, 29, 48, 17, 28, 25, 43, 15, 27, 12, 1, 40]
weights list(greater): [9, 37, 46, 2, 41, 21, 4, 19, 24, 45, 0, 8, 16, 18, 11, 7, 10, 47, 39, 44, 23, 32, 5, 20, 17, 25, 31, 38, 30, 34, 42, 13, 14, 26, 36, 33, 6, 49, 3, 22, 29, 28, 35, 48, 43, 12, 15, 27, 40, 1]
weights list(greater): [37, 9, 41, 46, 19, 2, 21, 20, 24, 8, 47, 4, 16, 10, 23, 39, 45, 0, 26, 30, 44, 31, 18, 32, 34, 42, 38, 11, 14, 36, 35, 13, 22, 5, 28, 3, 7, 17, 48, 25, 33, 29, 6, 12, 15, 27, 43, 49, 1, 40]
weights list(greater): [9, 46, 2, 41, 19, 24, 0, 37, 8, 4, 21, 10, 39, 47, 44, 16, 45, 23, 26, 14, 32, 11, 18, 7, 5, 6, 31, 42, 17, 34, 20, 49, 38, 30, 25, 3, 28, 33, 35, 13, 36, 22, 48, 29, 43, 15, 12, 27, 1, 40]
