v1 r
contaminated_client_indices:[10, 0, 12, 11, 33, 47, 15, 2, 29, 16, 23, 9, 1, 18, 13]
weights list(greater): [1, 3, 28, 47, 9, 10, 41, 7, 15, 49, 13, 39, 0, 25, 31, 32, 23, 22, 5, 42, 48, 45, 30, 26, 17, 34, 6, 29, 38, 24, 44, 14, 8, 43, 27, 35, 46, 20, 18, 16, 2, 40, 12, 4, 36, 21, 37, 19, 11, 33]
weights list(greater): [1, 7, 3, 47, 41, 39, 46, 45, 15, 28, 29, 24, 0, 32, 23, 17, 10, 22, 38, 42, 34, 48, 8, 31, 26, 9, 13, 6, 36, 33, 30, 20, 35, 5, 27, 44, 14, 49, 18, 40, 43, 19, 25, 2, 16, 4, 37, 12, 21, 11]
weights list(greater): [41, 28, 1, 47, 3, 48, 29, 22, 24, 31, 45, 10, 32, 34, 5, 7, 0, 14, 42, 26, 49, 38, 30, 39, 44, 6, 17, 15, 40, 20, 37, 27, 19, 18, 46, 36, 4, 23, 12, 35, 21, 8, 33, 16, 9, 13, 11, 2, 43, 25]
weights list(greater): [1, 3, 47, 22, 41, 17, 28, 32, 7, 29, 24, 31, 10, 15, 33, 39, 38, 20, 34, 9, 26, 42, 48, 6, 36, 18, 23, 45, 40, 35, 0, 30, 5, 14, 19, 49, 46, 16, 8, 13, 44, 27, 25, 37, 11, 43, 4, 12, 21, 2]
weights list(greater): [1, 47, 3, 7, 10, 29, 22, 28, 32, 31, 26, 0, 35, 15, 38, 42, 24, 49, 9, 41, 17, 16, 23, 14, 39, 36, 40, 34, 6, 48, 30, 20, 45, 8, 27, 18, 25, 46, 37, 13, 12, 4, 11, 43, 2, 33, 19, 44, 21, 5]
weights list(greater): [1, 3, 29, 22, 31, 10, 15, 47, 7, 24, 32, 28, 41, 39, 49, 26, 0, 48, 35, 44, 34, 18, 16, 6, 38, 40, 13, 36, 4, 45, 30, 42, 20, 43, 23, 14, 27, 8, 5, 25, 17, 46, 19, 9, 2, 33, 37, 12, 11, 21]
weights list(greater): [1, 3, 15, 47, 0, 10, 29, 34, 28, 48, 32, 22, 42, 6, 41, 7, 39, 18, 36, 40, 31, 24, 49, 23, 30, 14, 45, 46, 27, 5, 13, 17, 26, 4, 44, 20, 16, 37, 25, 33, 19, 11, 35, 8, 9, 38, 12, 43, 21, 2]
weights list(greater): [1, 3, 22, 7, 15, 0, 47, 28, 32, 31, 6, 48, 24, 10, 18, 29, 41, 40, 23, 26, 42, 34, 30, 13, 39, 14, 20, 33, 36, 45, 43, 25, 8, 17, 44, 9, 49, 16, 35, 5, 27, 46, 4, 38, 19, 37, 2, 21, 12, 11]
weights list(greater): [1, 3, 34, 28, 31, 15, 7, 24, 29, 32, 47, 10, 26, 0, 48, 45, 22, 41, 18, 27, 49, 40, 35, 39, 6, 30, 23, 43, 8, 14, 12, 16, 20, 44, 17, 2, 19, 33, 5, 36, 4, 13, 46, 37, 25, 9, 38, 21, 11, 42]
weights list(greater): [1, 15, 32, 31, 28, 47, 3, 24, 10, 7, 22, 48, 34, 45, 0, 29, 41, 13, 26, 14, 23, 44, 18, 39, 49, 36, 35, 33, 9, 20, 6, 27, 37, 40, 4, 30, 46, 38, 16, 25, 8, 43, 19, 17, 5, 42, 21, 12, 11, 2]
weights list(greater): [3, 15, 1, 41, 7, 32, 24, 48, 22, 39, 10, 31, 29, 26, 28, 47, 45, 23, 34, 6, 9, 49, 40, 0, 37, 30, 38, 13, 36, 27, 14, 35, 33, 44, 8, 4, 25, 11, 16, 19, 43, 5, 2, 20, 17, 42, 46, 18, 12, 21]
weights list(greater): [1, 29, 3, 7, 22, 48, 32, 15, 26, 41, 24, 45, 31, 28, 39, 47, 33, 10, 49, 34, 13, 18, 14, 44, 6, 0, 23, 27, 46, 25, 36, 37, 17, 40, 30, 38, 4, 5, 35, 19, 9, 8, 20, 42, 43, 16, 11, 2, 21, 12]
weights list(greater): [29, 28, 7, 34, 22, 1, 3, 24, 10, 0, 15, 31, 47, 26, 48, 32, 41, 44, 40, 49, 45, 4, 39, 6, 36, 43, 30, 37, 13, 27, 23, 38, 2, 18, 14, 9, 16, 25, 8, 35, 46, 12, 21, 11, 42, 5, 20, 33, 17, 19]
weights list(greater): [1, 41, 22, 28, 7, 3, 10, 15, 34, 49, 24, 45, 47, 32, 31, 6, 39, 29, 13, 48, 23, 26, 36, 40, 44, 38, 33, 5, 18, 8, 19, 0, 25, 42, 14, 9, 30, 16, 27, 35, 46, 20, 43, 17, 37, 2, 11, 21, 4, 12]
weights list(greater): [7, 47, 15, 22, 10, 3, 1, 28, 0, 29, 31, 48, 24, 39, 49, 26, 32, 45, 4, 6, 40, 37, 9, 13, 34, 36, 41, 30, 27, 23, 8, 25, 38, 17, 14, 35, 20, 42, 33, 43, 5, 44, 18, 46, 19, 12, 21, 2, 11, 16]
weights list(greater): [1, 22, 48, 10, 15, 7, 39, 3, 29, 0, 31, 24, 47, 13, 28, 34, 41, 32, 18, 49, 38, 23, 45, 36, 26, 9, 14, 42, 40, 27, 19, 30, 6, 44, 5, 8, 46, 25, 35, 33, 17, 20, 43, 37, 21, 12, 16, 2, 11, 4]
weights list(greater): [1, 31, 7, 15, 41, 29, 24, 3, 47, 34, 22, 0, 33, 48, 28, 32, 10, 49, 4, 39, 44, 45, 26, 13, 36, 40, 6, 25, 30, 43, 14, 38, 23, 35, 37, 9, 46, 18, 11, 19, 5, 8, 27, 42, 17, 20, 16, 21, 12, 2]
weights list(greater): [1, 7, 15, 22, 10, 32, 31, 41, 28, 29, 3, 45, 39, 24, 33, 0, 34, 26, 49, 47, 48, 36, 6, 38, 17, 35, 44, 42, 9, 25, 18, 27, 14, 40, 8, 37, 43, 46, 4, 13, 30, 23, 19, 16, 5, 2, 11, 20, 12, 21]
weights list(greater): [31, 7, 1, 26, 49, 45, 0, 29, 15, 10, 32, 3, 34, 44, 36, 47, 39, 33, 28, 21, 22, 24, 27, 48, 37, 6, 14, 43, 9, 41, 38, 4, 35, 17, 40, 30, 8, 42, 25, 5, 13, 20, 19, 18, 16, 23, 46, 2, 11, 12]
weights list(greater): [1, 15, 24, 32, 7, 10, 3, 29, 22, 47, 45, 48, 36, 41, 28, 44, 0, 40, 31, 39, 49, 6, 35, 34, 27, 38, 8, 23, 18, 33, 17, 5, 14, 16, 37, 30, 42, 19, 43, 25, 26, 9, 13, 12, 4, 11, 2, 46, 20, 21]
weights list(greater): [29, 41, 47, 15, 24, 7, 32, 3, 10, 0, 26, 1, 9, 33, 28, 39, 31, 45, 48, 49, 17, 6, 14, 43, 42, 4, 38, 44, 13, 34, 40, 35, 23, 27, 25, 22, 37, 30, 5, 8, 36, 19, 2, 21, 20, 18, 46, 11, 12, 16]
weights list(greater): [1, 7, 15, 3, 33, 41, 24, 29, 47, 39, 48, 26, 17, 10, 35, 16, 40, 18, 49, 32, 31, 23, 28, 43, 4, 34, 27, 38, 37, 30, 14, 6, 42, 45, 8, 25, 9, 44, 0, 22, 19, 5, 20, 13, 2, 21, 11, 12, 46, 36]
weights list(greater): [29, 47, 15, 41, 1, 3, 7, 39, 28, 26, 40, 32, 34, 10, 45, 48, 17, 0, 24, 6, 44, 13, 37, 33, 31, 42, 4, 38, 27, 14, 30, 23, 43, 49, 35, 18, 8, 16, 11, 25, 22, 46, 20, 19, 36, 12, 9, 21, 5, 2]
weights list(greater): [41, 1, 7, 3, 45, 24, 10, 29, 26, 39, 28, 48, 32, 44, 49, 31, 15, 22, 40, 13, 17, 33, 5, 6, 34, 14, 42, 8, 47, 23, 27, 38, 30, 0, 37, 25, 43, 19, 16, 4, 35, 18, 11, 20, 46, 36, 12, 2, 9, 21]
weights list(greater): [1, 10, 28, 24, 26, 32, 48, 29, 6, 39, 15, 17, 33, 45, 22, 3, 31, 49, 44, 7, 47, 34, 14, 16, 23, 38, 35, 25, 27, 8, 13, 30, 0, 5, 42, 41, 46, 40, 37, 20, 4, 11, 43, 9, 21, 19, 18, 36, 2, 12]
weights list(greater): [1, 29, 47, 41, 33, 10, 24, 3, 39, 7, 28, 32, 49, 42, 45, 34, 48, 17, 26, 0, 23, 13, 6, 27, 15, 22, 43, 31, 44, 40, 38, 25, 5, 8, 35, 37, 14, 36, 30, 11, 4, 18, 12, 20, 19, 46, 21, 9, 16, 2]
weights list(greater): [1, 10, 29, 3, 24, 47, 15, 39, 28, 33, 7, 49, 32, 48, 31, 22, 42, 26, 13, 45, 34, 30, 38, 0, 27, 4, 35, 6, 14, 40, 8, 43, 25, 37, 9, 5, 36, 12, 17, 2, 23, 21, 41, 19, 18, 16, 44, 20, 11, 46]
weights list(greater): [1, 47, 29, 22, 48, 32, 33, 10, 7, 3, 39, 31, 45, 41, 24, 26, 28, 15, 34, 49, 13, 43, 37, 6, 23, 8, 27, 40, 38, 11, 35, 17, 5, 30, 0, 4, 25, 44, 46, 36, 14, 20, 9, 18, 19, 12, 42, 2, 16, 21]
weights list(greater): [7, 33, 1, 29, 47, 24, 3, 39, 15, 31, 48, 41, 10, 45, 34, 44, 35, 28, 0, 32, 21, 13, 14, 38, 26, 37, 49, 25, 8, 5, 22, 6, 17, 43, 18, 9, 30, 40, 27, 36, 11, 4, 42, 19, 23, 12, 20, 16, 2, 46]
weights list(greater): [47, 7, 29, 1, 48, 39, 34, 15, 24, 22, 3, 10, 45, 31, 32, 41, 28, 26, 49, 38, 6, 23, 0, 33, 43, 5, 17, 36, 30, 14, 40, 27, 37, 25, 35, 13, 2, 9, 8, 4, 12, 44, 11, 18, 16, 42, 20, 19, 46, 21]
weights list(greater): [1, 7, 33, 29, 24, 10, 31, 34, 47, 3, 22, 15, 48, 28, 5, 39, 45, 32, 38, 41, 17, 36, 44, 4, 43, 35, 49, 23, 25, 37, 6, 8, 14, 26, 11, 13, 30, 27, 0, 40, 9, 16, 19, 18, 2, 21, 46, 12, 20, 42]
weights list(greater): [1, 33, 47, 29, 32, 3, 39, 28, 10, 7, 24, 22, 45, 34, 49, 31, 13, 48, 15, 38, 43, 44, 37, 6, 4, 23, 25, 26, 0, 8, 27, 14, 2, 41, 42, 35, 40, 36, 30, 17, 5, 19, 11, 16, 46, 20, 18, 12, 21, 9]
weights list(greater): [47, 29, 1, 15, 45, 7, 33, 28, 26, 3, 48, 39, 10, 31, 34, 49, 24, 0, 22, 32, 6, 4, 38, 37, 27, 18, 43, 30, 9, 41, 25, 42, 23, 17, 44, 40, 16, 35, 36, 14, 13, 8, 11, 12, 21, 5, 19, 20, 2, 46]
weights list(greater): [1, 47, 29, 34, 10, 33, 15, 7, 32, 48, 28, 3, 24, 45, 44, 39, 6, 31, 41, 49, 22, 26, 8, 43, 13, 17, 35, 40, 25, 37, 42, 38, 36, 27, 14, 0, 11, 4, 23, 30, 20, 12, 18, 2, 19, 9, 46, 21, 16, 5]
weights list(greater): [1, 33, 29, 48, 39, 3, 45, 24, 15, 10, 22, 34, 31, 47, 7, 28, 49, 17, 25, 26, 37, 44, 40, 35, 27, 13, 43, 16, 14, 8, 32, 38, 30, 11, 4, 36, 9, 6, 5, 0, 41, 12, 19, 46, 18, 23, 42, 21, 2, 20]
weights list(greater): [15, 33, 3, 29, 7, 24, 28, 39, 32, 1, 45, 22, 48, 10, 43, 13, 34, 49, 31, 6, 47, 23, 17, 38, 25, 40, 26, 8, 9, 41, 35, 37, 36, 30, 4, 42, 27, 0, 16, 14, 18, 11, 46, 19, 44, 5, 12, 20, 21, 2]
weights list(greater): [7, 47, 33, 1, 29, 28, 39, 10, 45, 34, 15, 24, 48, 3, 44, 13, 32, 49, 6, 40, 31, 5, 22, 43, 37, 17, 25, 26, 42, 35, 4, 38, 8, 0, 41, 11, 14, 36, 9, 27, 30, 19, 2, 16, 23, 46, 21, 12, 20, 18]
weights list(greater): [33, 47, 29, 28, 7, 34, 39, 15, 10, 1, 24, 31, 48, 3, 26, 41, 45, 49, 38, 6, 25, 32, 0, 42, 40, 17, 35, 36, 11, 4, 37, 44, 22, 9, 8, 13, 27, 23, 30, 14, 5, 21, 16, 43, 12, 19, 2, 20, 18, 46]
weights list(greater): [47, 33, 7, 1, 29, 22, 10, 28, 39, 48, 15, 34, 3, 45, 24, 32, 44, 31, 40, 38, 26, 41, 49, 13, 17, 6, 25, 35, 37, 0, 36, 8, 11, 30, 27, 43, 14, 23, 4, 12, 5, 42, 19, 20, 9, 16, 21, 18, 46, 2]
weights list(greater): [47, 29, 7, 33, 1, 10, 3, 34, 39, 48, 24, 45, 22, 31, 0, 49, 28, 15, 25, 32, 38, 36, 6, 40, 42, 23, 11, 8, 26, 17, 37, 41, 4, 16, 13, 30, 19, 35, 2, 14, 44, 43, 21, 18, 9, 46, 27, 12, 5, 20]
