v1 r
contaminated_client_indices:[7, 8, 5, 1, 4, 19]
weights list(greater): [5, 14, 11, 2, 16, 7, 1, 10, 9, 8, 18, 12, 17, 15, 19, 4, 0, 3, 13, 6]
weights list(greater): [7, 1, 11, 10, 2, 0, 12, 14, 4, 16, 9, 18, 17, 19, 8, 13, 3, 6, 15, 5]
weights list(greater): [10, 11, 7, 1, 14, 16, 9, 2, 12, 8, 5, 4, 0, 19, 3, 18, 13, 17, 15, 6]
weights list(greater): [2, 11, 1, 7, 12, 14, 16, 9, 10, 8, 5, 18, 4, 19, 3, 15, 13, 0, 6, 17]
weights list(greater): [11, 10, 7, 5, 9, 1, 2, 16, 14, 8, 18, 12, 19, 4, 15, 13, 0, 3, 6, 17]
weights list(greater): [10, 2, 11, 1, 7, 5, 9, 14, 16, 18, 8, 4, 15, 13, 12, 0, 19, 3, 6, 17]
weights list(greater): [2, 7, 11, 16, 1, 14, 9, 18, 13, 10, 5, 19, 8, 12, 15, 4, 6, 0, 3, 17]
weights list(greater): [11, 10, 7, 2, 9, 16, 19, 5, 1, 18, 14, 13, 4, 12, 0, 8, 15, 6, 3, 17]
weights list(greater): [2, 10, 16, 1, 9, 7, 18, 5, 19, 11, 12, 4, 14, 8, 0, 3, 13, 17, 15, 6]
weights list(greater): [16, 2, 7, 1, 10, 9, 11, 5, 18, 19, 12, 0, 4, 14, 8, 6, 15, 3, 17, 13]
weights list(greater): [7, 2, 16, 1, 9, 5, 11, 12, 18, 8, 19, 10, 4, 0, 13, 15, 14, 6, 17, 3]
weights list(greater): [2, 5, 9, 1, 11, 16, 7, 10, 8, 12, 13, 4, 18, 14, 0, 15, 19, 6, 17, 3]
weights list(greater): [2, 1, 16, 10, 11, 7, 9, 18, 12, 4, 13, 8, 15, 0, 19, 14, 5, 17, 3, 6]
weights list(greater): [16, 11, 2, 9, 1, 10, 7, 4, 18, 8, 5, 12, 13, 19, 15, 0, 6, 14, 3, 17]
weights list(greater): [2, 9, 11, 16, 7, 1, 12, 10, 18, 8, 0, 5, 19, 4, 13, 14, 15, 6, 17, 3]
weights list(greater): [16, 11, 1, 2, 9, 4, 10, 7, 18, 12, 0, 8, 5, 14, 13, 19, 15, 6, 3, 17]
weights list(greater): [16, 1, 7, 10, 13, 9, 11, 18, 2, 4, 12, 0, 5, 14, 6, 8, 19, 15, 3, 17]
weights list(greater): [1, 9, 2, 16, 14, 7, 4, 18, 10, 11, 12, 19, 0, 13, 5, 8, 6, 15, 3, 17]
weights list(greater): [1, 9, 16, 2, 10, 11, 7, 12, 18, 0, 6, 8, 19, 14, 5, 15, 4, 13, 17, 3]
weights list(greater): [7, 16, 9, 1, 11, 2, 5, 12, 14, 0, 18, 8, 4, 19, 10, 6, 15, 13, 17, 3]
weights list(greater): [16, 9, 7, 10, 1, 2, 11, 14, 4, 5, 12, 18, 8, 6, 19, 0, 13, 15, 3, 17]
weights list(greater): [2, 16, 9, 11, 7, 10, 1, 5, 14, 4, 8, 18, 0, 19, 6, 12, 15, 13, 17, 3]
weights list(greater): [16, 9, 1, 7, 2, 14, 18, 10, 0, 8, 11, 4, 5, 19, 6, 12, 13, 15, 3, 17]
weights list(greater): [2, 9, 16, 1, 7, 14, 8, 11, 5, 10, 18, 12, 4, 6, 13, 19, 0, 3, 15, 17]
weights list(greater): [1, 16, 5, 9, 7, 14, 2, 11, 12, 4, 10, 19, 8, 6, 18, 0, 13, 15, 17, 3]
weights list(greater): [16, 1, 9, 7, 2, 12, 14, 18, 5, 11, 8, 6, 10, 4, 13, 19, 0, 17, 15, 3]
weights list(greater): [9, 16, 1, 10, 14, 2, 7, 11, 8, 4, 18, 19, 6, 0, 5, 12, 13, 17, 15, 3]
weights list(greater): [2, 16, 9, 1, 7, 14, 11, 8, 4, 13, 19, 6, 10, 18, 5, 0, 15, 12, 3, 17]
weights list(greater): [9, 16, 10, 7, 1, 8, 6, 14, 2, 18, 4, 5, 11, 13, 0, 19, 15, 12, 17, 3]
weights list(greater): [16, 9, 1, 7, 6, 2, 11, 10, 8, 5, 14, 4, 13, 19, 18, 0, 15, 12, 17, 3]
weights list(greater): [16, 2, 1, 7, 9, 11, 10, 18, 14, 6, 5, 8, 4, 19, 0, 12, 13, 15, 17, 3]
weights list(greater): [9, 1, 16, 7, 11, 10, 14, 18, 2, 8, 5, 0, 4, 19, 13, 6, 15, 12, 3, 17]
weights list(greater): [1, 2, 9, 7, 14, 16, 11, 10, 8, 13, 5, 18, 19, 4, 0, 12, 15, 6, 17, 3]
weights list(greater): [16, 2, 14, 9, 1, 7, 11, 8, 18, 10, 4, 5, 0, 13, 6, 19, 12, 17, 15, 3]
weights list(greater): [9, 16, 7, 11, 10, 2, 14, 1, 4, 18, 5, 6, 8, 19, 13, 12, 0, 15, 3, 17]
weights list(greater): [1, 9, 2, 16, 11, 8, 14, 10, 7, 6, 19, 0, 18, 5, 13, 4, 15, 12, 3, 17]
weights list(greater): [16, 7, 2, 11, 1, 9, 14, 10, 4, 18, 8, 6, 13, 5, 12, 0, 19, 17, 3, 15]
weights list(greater): [16, 9, 1, 7, 10, 11, 14, 2, 6, 8, 0, 19, 4, 5, 13, 18, 15, 12, 3, 17]
weights list(greater): [16, 11, 1, 2, 9, 7, 14, 4, 10, 6, 8, 19, 13, 0, 17, 18, 12, 5, 15, 3]
weights list(greater): [9, 16, 7, 1, 14, 2, 8, 4, 11, 10, 18, 6, 0, 19, 5, 13, 12, 17, 15, 3]
weights list(greater): [16, 7, 14, 9, 1, 2, 8, 10, 18, 11, 6, 4, 5, 13, 19, 0, 12, 15, 17, 3]
weights list(greater): [9, 16, 1, 14, 8, 2, 7, 11, 13, 18, 4, 6, 10, 19, 5, 0, 3, 17, 15, 12]
weights list(greater): [16, 9, 7, 1, 2, 14, 10, 8, 11, 19, 6, 4, 18, 5, 0, 13, 12, 15, 3, 17]
weights list(greater): [16, 2, 1, 14, 7, 11, 4, 9, 10, 5, 8, 19, 0, 6, 18, 3, 12, 17, 15, 13]
weights list(greater): [16, 9, 1, 7, 14, 2, 11, 8, 10, 6, 4, 18, 5, 13, 19, 3, 12, 0, 15, 17]
weights list(greater): [1, 16, 7, 9, 8, 11, 4, 14, 10, 19, 2, 17, 13, 12, 6, 18, 3, 5, 0, 15]
weights list(greater): [1, 16, 9, 2, 14, 7, 10, 11, 6, 8, 19, 4, 12, 13, 18, 17, 5, 15, 0, 3]
weights list(greater): [16, 1, 7, 9, 4, 14, 11, 2, 10, 8, 5, 19, 6, 18, 13, 3, 12, 15, 17, 0]
weights list(greater): [16, 1, 14, 9, 2, 11, 10, 7, 8, 4, 19, 6, 18, 12, 3, 17, 13, 5, 0, 15]
weights list(greater): [1, 7, 16, 4, 10, 9, 2, 11, 8, 14, 13, 5, 19, 0, 6, 18, 3, 12, 17, 15]
weights list(greater): [7, 2, 9, 8, 11, 1, 16, 14, 4, 6, 13, 5, 19, 10, 0, 12, 18, 3, 15, 17]
weights list(greater): [1, 11, 16, 7, 9, 2, 4, 8, 14, 10, 5, 6, 13, 18, 19, 12, 3, 17, 0, 15]
weights list(greater): [9, 1, 16, 7, 5, 14, 11, 2, 8, 4, 6, 10, 13, 18, 19, 3, 12, 17, 15, 0]
weights list(greater): [2, 1, 16, 8, 11, 14, 9, 6, 7, 4, 10, 5, 13, 19, 3, 18, 17, 12, 0, 15]
weights list(greater): [1, 7, 9, 2, 14, 16, 11, 10, 6, 4, 8, 13, 19, 12, 18, 3, 17, 5, 0, 15]
weights list(greater): [1, 7, 16, 8, 11, 10, 9, 19, 14, 2, 6, 5, 4, 13, 18, 0, 17, 3, 12, 15]
weights list(greater): [1, 16, 9, 8, 7, 2, 14, 4, 11, 6, 13, 5, 3, 12, 10, 18, 17, 19, 0, 15]
weights list(greater): [1, 9, 16, 2, 11, 7, 14, 8, 10, 4, 6, 18, 3, 13, 19, 17, 12, 0, 5, 15]
weights list(greater): [16, 9, 1, 14, 2, 8, 7, 11, 10, 4, 13, 3, 6, 5, 19, 18, 12, 0, 17, 15]
weights list(greater): [1, 14, 2, 16, 11, 7, 8, 4, 10, 9, 5, 13, 6, 19, 18, 3, 12, 0, 15, 17]
weights list(greater): [1, 7, 16, 11, 4, 2, 9, 14, 13, 8, 3, 6, 10, 5, 19, 0, 18, 15, 12, 17]
weights list(greater): [7, 1, 2, 16, 14, 9, 11, 5, 8, 4, 10, 6, 3, 13, 18, 19, 15, 12, 17, 0]
weights list(greater): [1, 16, 2, 4, 9, 8, 11, 14, 7, 3, 10, 13, 6, 19, 18, 17, 5, 12, 15, 0]
weights list(greater): [1, 16, 9, 2, 14, 8, 11, 4, 13, 6, 7, 3, 5, 10, 18, 17, 12, 0, 19, 15]
weights list(greater): [2, 1, 9, 4, 10, 14, 16, 8, 11, 7, 13, 3, 6, 17, 5, 19, 18, 12, 15, 0]
weights list(greater): [1, 7, 2, 16, 8, 9, 4, 14, 3, 11, 10, 13, 6, 12, 18, 5, 17, 15, 19, 0]
weights list(greater): [9, 16, 1, 2, 4, 8, 10, 14, 11, 13, 3, 19, 5, 18, 6, 7, 17, 0, 12, 15]
weights list(greater): [1, 16, 9, 2, 8, 11, 7, 14, 4, 13, 10, 3, 19, 6, 18, 0, 5, 17, 15, 12]
weights list(greater): [9, 8, 2, 1, 7, 16, 11, 10, 4, 6, 3, 14, 13, 12, 5, 19, 18, 0, 15, 17]
weights list(greater): [8, 9, 16, 1, 2, 11, 14, 4, 7, 5, 10, 6, 13, 3, 19, 17, 12, 18, 15, 0]
weights list(greater): [1, 9, 11, 16, 2, 13, 8, 4, 14, 10, 7, 5, 6, 3, 17, 12, 19, 15, 18, 0]
weights list(greater): [9, 7, 1, 8, 16, 4, 10, 11, 2, 5, 3, 14, 6, 13, 17, 19, 12, 15, 18, 0]
weights list(greater): [1, 7, 9, 8, 11, 4, 16, 2, 14, 6, 3, 10, 5, 19, 15, 17, 18, 12, 0, 13]
weights list(greater): [8, 1, 5, 4, 9, 2, 14, 7, 10, 6, 11, 3, 16, 12, 19, 0, 15, 17, 18, 13]
